,GAME_DATE,HOME_TEAM_ID,HOME_TEAM_NAME,2pointer_PCT_HOME,3pointer_PCT_HOME,FreeThrow_PCT_HOME,Assists_HOME,Rebounds_HOME,VISITOR_TEAM_ID,VISITOR_TEAM_NAME,2pointer_PCT_AWAY,3pointer_PCT_AWAY,FreeThrow_PCT_AWAY,Assists_AWAY,Rebounds_AWAY,HOME_TEAM_WINS
17131,2004-04-14,1610612746,Clippers,0.423,0.214,0.727,17.0,37.0,1610612760,Thunder,0.542,0.375,1.0,32.0,34.0,0
17132,2004-04-14,1610612759,Spurs,0.424,0.1,0.679,15.0,58.0,1610612743,Nuggets,0.325,0.222,0.611,11.0,47.0,1
17133,2004-04-14,1610612754,Pacers,0.42,0.316,0.794,24.0,58.0,1610612741,Bulls,0.42,0.357,0.667,20.0,41.0,1
17134,2004-04-14,1610612764,Wizards,0.375,0.211,0.7140000000000001,13.0,39.0,1610612740,Pelicans,0.451,0.364,0.6,24.0,48.0,0
17135,2004-04-14,1610612752,Knicks,0.481,0.4,0.7140000000000001,13.0,42.0,1610612739,Cavaliers,0.488,0.364,0.9,22.0,40.0,0
17136,2004-04-14,1610612748,Heat,0.5,0.3329999999999999,0.75,23.0,38.0,1610612751,Nets,0.361,0.294,0.7040000000000001,19.0,42.0,1
17137,2004-04-14,1610612745,Rockets,0.456,0.429,0.5329999999999999,24.0,50.0,1610612742,Mavericks,0.408,0.389,0.6759999999999999,22.0,40.0,0
17138,2004-04-14,1610612738,Celtics,0.517,0.417,0.8540000000000001,26.0,42.0,1610612737,Hawks,0.527,0.429,0.8,32.0,40.0,1
17139,2004-04-14,1610612744,Warriors,0.433,0.4,0.647,23.0,57.0,1610612758,Kings,0.396,0.421,0.917,23.0,46.0,1
17140,2004-04-14,1610612757,Trail Blazers,0.484,0.364,0.667,28.0,55.0,1610612747,Lakers,0.3979999999999999,0.292,0.593,27.0,51.0,0
17141,2004-04-14,1610612749,Bucks,0.384,0.182,0.731,23.0,48.0,1610612761,Raptors,0.4589999999999999,0.556,1.0,18.0,41.0,0
17142,2004-04-14,1610612762,Jazz,0.4,0.267,0.593,20.0,43.0,1610612756,Suns,0.479,0.4379999999999999,0.609,18.0,39.0,0
17143,2004-04-14,1610612753,Magic,0.449,0.273,0.815,16.0,45.0,1610612755,76ers,0.481,0.143,0.524,23.0,32.0,1
17144,2004-04-14,1610612763,Grizzlies,0.41,0.222,0.828,20.0,28.0,1610612750,Timberwolves,0.542,0.583,0.846,23.0,42.0,0
17145,2004-04-13,1610612747,Lakers,0.532,0.214,0.815,22.0,37.0,1610612744,Warriors,0.494,0.32,0.7829999999999999,18.0,37.0,1
17146,2004-04-13,1610612756,Suns,0.429,0.5329999999999999,0.625,17.0,42.0,1610612746,Clippers,0.494,0.25,0.667,22.0,53.0,0
17147,2004-04-13,1610612742,Mavericks,0.524,0.294,0.8640000000000001,21.0,37.0,1610612763,Grizzlies,0.446,0.35,0.7859999999999999,24.0,43.0,1
17148,2004-04-13,1610612761,Raptors,0.4429999999999999,0.368,0.857,17.0,42.0,1610612765,Pistons,0.387,0.125,0.76,19.0,39.0,1
17149,2004-04-12,1610612750,Timberwolves,0.484,0.364,0.816,15.0,42.0,1610612762,Jazz,0.377,0.222,0.875,22.0,35.0,1
17150,2004-04-12,1610612737,Hawks,0.588,0.68,0.857,30.0,35.0,1610612751,Nets,0.494,0.429,0.7040000000000001,26.0,38.0,1
17151,2004-04-12,1610612765,Pistons,0.52,0.5329999999999999,0.938,29.0,42.0,1610612764,Wizards,0.377,0.3,0.789,21.0,28.0,1
17152,2004-04-12,1610612739,Cavaliers,0.4629999999999999,0.111,0.818,30.0,39.0,1610612749,Bucks,0.3879999999999999,0.375,0.833,23.0,47.0,1
17153,2004-04-12,1610612738,Celtics,0.4,0.2,0.818,13.0,39.0,1610612748,Heat,0.3779999999999999,0.32,0.737,17.0,44.0,0
17154,2004-04-12,1610612741,Bulls,0.358,0.364,0.6920000000000001,20.0,49.0,1610612753,Magic,0.407,0.143,0.667,18.0,52.0,0
17155,2004-04-12,1610612757,Trail Blazers,0.308,0.214,0.789,14.0,37.0,1610612759,Spurs,0.4579999999999999,0.4,0.7859999999999999,20.0,40.0,0
17156,2004-04-12,1610612743,Nuggets,0.436,0.231,0.857,25.0,49.0,1610612758,Kings,0.4,0.077,0.952,28.0,39.0,1
17157,2004-04-12,1610612740,Pelicans,0.4429999999999999,0.3,0.8,26.0,37.0,1610612752,Knicks,0.434,0.5,0.733,26.0,45.0,0
17158,2004-04-12,1610612760,Thunder,0.487,0.421,0.758,25.0,35.0,1610612745,Rockets,0.484,0.519,0.787,18.0,33.0,0
17159,2004-04-12,1610612755,76ers,0.525,0.2,0.875,25.0,26.0,1610612754,Pacers,0.6,0.455,0.75,28.0,33.0,0
17160,2004-04-11,1610612746,Clippers,0.356,0.0,0.833,19.0,47.0,1610612759,Spurs,0.5,0.25,0.633,19.0,37.0,0
17161,2004-04-11,1610612756,Suns,0.435,0.375,0.8390000000000001,11.0,43.0,1610612763,Grizzlies,0.352,0.263,0.727,16.0,44.0,1
17162,2004-04-11,1610612744,Warriors,0.452,0.385,0.8640000000000001,22.0,44.0,1610612742,Mavericks,0.449,0.3329999999999999,0.923,25.0,45.0,1
17163,2004-04-11,1610612758,Kings,0.42,0.471,0.867,26.0,47.0,1610612747,Lakers,0.381,0.32,0.619,21.0,47.0,1
17164,2004-04-11,1610612761,Raptors,0.441,0.111,0.828,17.0,44.0,1610612741,Bulls,0.44,0.348,0.684,22.0,52.0,0
17165,2004-04-11,1610612751,Nets,0.434,0.5379999999999999,0.727,26.0,41.0,1610612755,76ers,0.433,0.364,0.65,20.0,36.0,1
17166,2004-04-10,1610612764,Wizards,0.434,0.348,0.643,20.0,47.0,1610612752,Knicks,0.43,0.231,0.893,21.0,44.0,0
17167,2004-04-10,1610612737,Hawks,0.494,0.364,0.952,23.0,42.0,1610612738,Celtics,0.486,0.391,0.6,20.0,34.0,1
17168,2004-04-10,1610612739,Cavaliers,0.442,0.455,0.625,29.0,51.0,1610612748,Heat,0.3289999999999999,0.286,0.706,13.0,44.0,1
17169,2004-04-10,1610612743,Nuggets,0.457,0.231,0.875,27.0,44.0,1610612757,Trail Blazers,0.487,0.467,0.654,15.0,40.0,1
17170,2004-04-10,1610612749,Bucks,0.3879999999999999,0.188,0.957,19.0,39.0,1610612740,Pelicans,0.4579999999999999,0.273,0.7190000000000001,19.0,44.0,0
17171,2004-04-10,1610612762,Jazz,0.415,0.3329999999999999,0.8059999999999999,15.0,41.0,1610612745,Rockets,0.379,0.231,0.889,12.0,28.0,1
17172,2004-04-10,1610612760,Thunder,0.586,0.52,0.667,32.0,38.0,1610612742,Mavericks,0.43,0.4379999999999999,0.857,24.0,43.0,1
17173,2004-04-10,1610612753,Magic,0.5,0.3,0.615,18.0,36.0,1610612765,Pistons,0.489,0.375,0.6,34.0,34.0,0
17174,2004-04-09,1610612747,Lakers,0.493,0.182,0.721,27.0,38.0,1610612763,Grizzlies,0.4639999999999999,0.3329999999999999,0.5,27.0,36.0,1
17175,2004-04-09,1610612759,Spurs,0.466,0.3329999999999999,0.579,20.0,44.0,1610612757,Trail Blazers,0.414,0.417,0.688,12.0,37.0,1
17176,2004-04-09,1610612754,Pacers,0.421,0.4379999999999999,0.95,24.0,34.0,1610612751,Nets,0.476,0.286,0.727,22.0,40.0,1
17177,2004-04-09,1610612756,Suns,0.4320000000000001,0.588,0.75,23.0,47.0,1610612758,Kings,0.444,0.3329999999999999,0.818,20.0,42.0,1
17178,2004-04-09,1610612765,Pistons,0.3379999999999999,0.231,0.613,19.0,55.0,1610612761,Raptors,0.3379999999999999,0.188,0.789,13.0,41.0,1
17179,2004-04-09,1610612748,Heat,0.479,0.583,0.8059999999999999,21.0,37.0,1610612739,Cavaliers,0.493,0.5,0.727,16.0,36.0,1
17180,2004-04-09,1610612745,Rockets,0.474,0.389,0.8440000000000001,22.0,37.0,1610612743,Nuggets,0.532,0.2,0.818,25.0,34.0,1
17181,2004-04-09,1610612741,Bulls,0.4629999999999999,0.545,0.765,21.0,41.0,1610612737,Hawks,0.494,0.385,0.9,35.0,42.0,0
17182,2004-04-09,1610612744,Warriors,0.355,0.0,0.7140000000000001,18.0,43.0,1610612750,Timberwolves,0.424,0.25,0.773,20.0,45.0,0
17183,2004-04-09,1610612740,Pelicans,0.397,0.313,0.733,27.0,55.0,1610612738,Celtics,0.321,0.259,0.679,14.0,46.0,1
17184,2004-04-09,1610612755,76ers,0.395,0.25,0.769,22.0,38.0,1610612764,Wizards,0.397,0.429,0.632,20.0,45.0,0
17185,2004-04-08,1610612742,Mavericks,0.532,0.529,0.867,23.0,38.0,1610612762,Jazz,0.493,0.5,0.7,23.0,37.0,1
17186,2004-04-08,1610612758,Kings,0.434,0.444,0.625,20.0,40.0,1610612750,Timberwolves,0.4589999999999999,0.273,0.65,12.0,48.0,0
17187,2004-04-08,1610612751,Nets,0.4370000000000001,0.467,0.72,32.0,49.0,1610612753,Magic,0.408,0.111,0.643,16.0,43.0,1
17188,2004-04-07,1610612746,Clippers,0.354,0.4,0.75,16.0,39.0,1610612745,Rockets,0.526,0.5,0.923,24.0,48.0,0
17189,2004-04-07,1610612759,Spurs,0.532,0.3329999999999999,0.909,20.0,46.0,1610612760,Thunder,0.355,0.286,0.85,12.0,34.0,1
17190,2004-04-07,1610612752,Knicks,0.4529999999999999,0.3329999999999999,0.833,24.0,49.0,1610612741,Bulls,0.354,0.304,0.76,15.0,39.0,1
17191,2004-04-07,1610612756,Suns,0.4370000000000001,0.462,0.718,20.0,41.0,1610612743,Nuggets,0.457,0.5329999999999999,0.8640000000000001,20.0,49.0,0
17192,2004-04-07,1610612748,Heat,0.419,0.294,0.86,24.0,40.0,1610612738,Celtics,0.455,0.32,0.821,16.0,40.0,1
17193,2004-04-07,1610612757,Trail Blazers,0.472,0.444,0.833,21.0,36.0,1610612744,Warriors,0.389,0.3329999999999999,0.833,19.0,49.0,1
17194,2004-04-07,1610612761,Raptors,0.429,0.471,0.769,18.0,33.0,1610612754,Pacers,0.466,0.154,0.889,18.0,45.0,0
17195,2004-04-07,1610612749,Bucks,0.5,0.1,0.8859999999999999,31.0,52.0,1610612764,Wizards,0.405,0.462,0.711,21.0,41.0,1
17196,2004-04-07,1610612763,Grizzlies,0.4,0.5379999999999999,0.7140000000000001,25.0,49.0,1610612739,Cavaliers,0.4029999999999999,0.3329999999999999,0.7140000000000001,17.0,41.0,1
17197,2004-04-06,1610612747,Lakers,0.397,0.263,0.591,24.0,40.0,1610612757,Trail Blazers,0.5,0.417,0.909,25.0,39.0,0
17198,2004-04-06,1610612754,Pacers,0.513,0.6,0.655,30.0,36.0,1610612752,Knicks,0.465,0.3329999999999999,0.731,20.0,36.0,1
17199,2004-04-06,1610612737,Hawks,0.419,0.273,0.733,21.0,46.0,1610612755,76ers,0.494,0.5,0.773,20.0,43.0,0
17200,2004-04-06,1610612765,Pistons,0.512,0.462,0.632,33.0,41.0,1610612753,Magic,0.395,0.412,0.682,13.0,41.0,1
17201,2004-04-06,1610612739,Cavaliers,0.3979999999999999,0.3329999999999999,0.789,20.0,48.0,1610612761,Raptors,0.41,0.3,0.765,18.0,45.0,0
17202,2004-04-06,1610612742,Mavericks,0.552,0.357,1.0,30.0,43.0,1610612760,Thunder,0.495,0.379,0.625,30.0,35.0,1
17203,2004-04-06,1610612744,Warriors,0.529,0.3329999999999999,0.7140000000000001,24.0,33.0,1610612745,Rockets,0.4589999999999999,0.25,0.952,11.0,34.0,1
17204,2004-04-06,1610612758,Kings,0.542,0.471,0.95,24.0,35.0,1610612740,Pelicans,0.419,0.348,0.913,13.0,36.0,1
17205,2004-04-06,1610612751,Nets,0.494,0.429,0.6920000000000001,29.0,34.0,1610612749,Bucks,0.507,0.375,0.955,21.0,37.0,0
17206,2004-04-05,1610612762,Jazz,0.3720000000000001,0.2,0.865,17.0,56.0,1610612763,Grizzlies,0.446,0.4,0.7390000000000001,23.0,29.0,1
17207,2004-04-04,1610612746,Clippers,0.4529999999999999,0.091,0.846,18.0,25.0,1610612762,Jazz,0.487,0.5,0.6559999999999999,27.0,40.0,0
17208,2004-04-04,1610612747,Lakers,0.4270000000000001,0.1669999999999999,0.821,17.0,43.0,1610612759,Spurs,0.4320000000000001,0.467,0.6920000000000001,24.0,37.0,0
17209,2004-04-04,1610612750,Timberwolves,0.395,0.5379999999999999,0.792,17.0,54.0,1610612763,Grizzlies,0.387,0.5,0.63,20.0,40.0,1
17210,2004-04-04,1610612764,Wizards,0.556,0.5,0.71,25.0,39.0,1610612738,Celtics,0.532,0.381,0.706,25.0,25.0,1
17211,2004-04-04,1610612765,Pistons,0.386,0.364,0.7,18.0,40.0,1610612754,Pacers,0.324,0.176,0.6,12.0,41.0,1
17212,2004-04-04,1610612745,Rockets,0.475,0.412,0.733,27.0,39.0,1610612758,Kings,0.5,0.583,0.8,26.0,33.0,0
17213,2004-04-04,1610612761,Raptors,0.413,0.263,0.8,16.0,42.0,1610612749,Bucks,0.455,0.3329999999999999,0.857,10.0,44.0,0
17214,2004-04-04,1610612760,Thunder,0.461,0.364,0.667,22.0,43.0,1610612740,Pelicans,0.359,0.24,0.8390000000000001,19.0,42.0,1
17215,2004-04-04,1610612751,Nets,0.537,0.474,0.643,36.0,44.0,1610612737,Hawks,0.3939999999999999,0.316,0.8440000000000001,20.0,31.0,1
17216,2004-04-03,1610612739,Cavaliers,0.37,0.364,0.8,17.0,47.0,1610612744,Warriors,0.536,0.3329999999999999,0.7140000000000001,23.0,39.0,0
17217,2004-04-03,1610612742,Mavericks,0.61,0.417,0.8240000000000001,37.0,42.0,1610612756,Suns,0.446,0.409,0.75,24.0,41.0,1
17218,2004-04-03,1610612741,Bulls,0.345,0.2,0.833,21.0,44.0,1610612748,Heat,0.3979999999999999,0.292,0.833,25.0,56.0,0
17219,2004-04-03,1610612757,Trail Blazers,0.4,0.111,0.75,18.0,44.0,1610612740,Pelicans,0.486,0.3329999999999999,1.0,24.0,38.0,0
17220,2004-04-03,1610612755,76ers,0.375,0.1,0.769,18.0,42.0,1610612752,Knicks,0.425,0.5,0.826,25.0,39.0,0
17221,2004-04-02,1610612754,Pacers,0.39,0.1,0.885,17.0,52.0,1610612761,Raptors,0.347,0.091,0.846,15.0,38.0,1
17222,2004-04-02,1610612750,Timberwolves,0.4379999999999999,0.278,0.889,29.0,46.0,1610612764,Wizards,0.3289999999999999,0.222,0.773,15.0,47.0,1
17223,2004-04-02,1610612765,Pistons,0.4,0.5,0.8079999999999999,20.0,41.0,1610612748,Heat,0.39,0.3329999999999999,0.667,19.0,45.0,1
17224,2004-04-02,1610612738,Celtics,0.526,0.3329999999999999,0.684,24.0,40.0,1610612744,Warriors,0.456,0.5379999999999999,0.645,23.0,38.0,1
