,POINTS,GAMES,MIN,ASSISTS,OFFENSIVE_REBOUNDS,PERSONAL_FOULS,PLAYER_ID,Year,TOP_SCORER,2pointer_PROD,3pointer_PROD,FreeThrow_PROD
173,1495.0,81,33.03703703703704,2.580246913580247,0.5432098765432098,2.345679012345679,Jalen Rose-147,2004,0,93.09449778997104,4.510288065843621,19.79423868312757
175,692.0,47,32.255319148936174,6.48936170212766,0.6808510638297872,3.021276595744681,Jamaal Tinsley-2224,2004,0,68.75961973743776,4.726120416478044,11.222272521502942
176,1241.0,70,37.9,4.314285714285714,0.4714285714285714,1.9285714285714286,Jamal Crawford-2037,2004,0,97.83448979591836,19.330612244897956,8.022857142857143
178,630.0,52,26.73076923076923,3.8076923076923075,0.8461538461538461,3.173076923076923,Jameer Nelson-2749,2004,0,53.088017751479285,2.019230769230769,2.2455621301775146
180,435.0,53,27.132075471698112,1.7169811320754718,0.8490566037735849,2.7358490566037736,James Posey-1899,2004,0,18.20434318262727,4.2378070487718045,4.20683517265931
187,545.0,52,29.153846153846153,1.7115384615384615,0.7692307692307693,2.0576923076923075,Jarvis Hayes-2553,2004,0,38.77144970414201,1.8794378698224854,4.3202662721893486
191,676.0,71,19.661971830985916,0.8309859154929577,0.4225352112676056,1.7746478873239437,Jason Kapono-2574,2004,0,33.779012100773656,2.8470541559214446,1.1803213648085698
192,1010.0,69,37.333333333333336,8.27536231884058,1.4927536231884058,1.8115942028985508,Jason Kidd-467,2004,0,69.64755303507667,11.18840579710145,6.310438983406848
193,1559.0,72,37.31944444444444,3.9027777777777777,1.7361111111111112,2.1666666666666665,Jason Richardson-2202,2004,0,160.9722222222222,8.921682098765434,12.755787037037038
194,1216.0,91,31.23076923076923,5.373626373626373,0.5164835164835165,2.230769230769231,Jason Terry-1891,2004,0,48.9068953024997,4.6938775510204085,4.79942035985992
195,787.0,74,27.27027027027027,5.662162162162162,0.2702702702702703,1.2972972972972974,Jason Williams-1715,2004,0,37.31373265157048,7.478086194302411,1.5423666910153397
197,974.0,74,35.148648648648646,5.27027027027027,0.43243243243243246,2.3783783783783785,Jeff McInnis-976,2004,0,62.71859021183346,4.387143900657414,3.7456172388604823
204,1042.0,69,28.855072463768117,2.2753623188405796,0.8405797101449275,1.826086956521739,Jerry Stackhouse-711,2004,0,60.19659735349717,1.6131064902331442,23.700903171602608
207,1569.0,91,38.97802197802198,3.5274725274725274,1.3956043956043955,2.032967032967033,Joe Johnson-2207,2004,0,95.58362516604275,9.658495350803042,4.064001932133801
216,84.0,10,18.1,0.9,2.2,2.4,Josh Davis-2668,2004,0,20.88,4.42,1.9500000000000002
219,575.0,54,20.185185185185187,2.0,0.6111111111111112,1.8703703703703705,Juan Dixon-2413,2004,0,35.02194787379973,2.9444444444444446,3.8364197530864197
225,392.0,36,24.61111111111111,1.8611111111111112,0.5555555555555556,1.9166666666666667,Kareem Rush-2416,2004,0,46.8179012345679,4.952932098765432,1.2422839506172838
227,712.0,73,23.986301369863014,1.8493150684931507,1.0410958904109588,2.287671232876712,Keith Bogans-2586,2004,0,33.549446425220495,1.8397447926440234,4.5672734096453365
229,714.0,64,23.359375,1.1875,1.421875,2.75,Keith Van Horn-1496,2004,0,37.189453125,1.91162109375,5.220703125
242,1333.0,83,35.80722891566265,6.373493975903615,0.43373493975903615,3.1566265060240966,Kirk Hinrich-2550,2004,0,86.9182755116853,10.370445637973582,6.79271302075773
243,285.0,38,18.57894736842105,0.7105263157894737,1.0263157894736843,2.263157894736842,Kirk Snyder-2745,2004,0,18.93074792243767,1.1149584487534625,3.3739612188365657
244,1817.0,65,40.784615384615385,6.076923076923077,1.4615384615384615,2.6769230769230767,Kobe Bryant-977,2004,0,178.97846153846154,11.96828402366864,85.18059171597633
248,967.0,87,31.885057471264368,2.1839080459770117,0.4942528735632184,3.2528735632183907,Kyle Korver-2594,2004,0,33.79244285903026,17.91597304795878,1.087594133967499
249,975.0,64,35.6875,3.71875,2.09375,3.296875,Lamar Odom-1885,2004,0,69.1611328125,1.0283203125,15.06005859375
250,317.0,43,17.767441860465116,1.0465116279069768,0.7906976744186046,1.6046511627906976,Lamond Murray-441,2004,0,15.068144943212548,1.7674418604651163,2.2195781503515413
252,1552.0,71,38.38028169014085,4.535211267605634,1.2816901408450705,2.859154929577465,Larry Hughes-1716,2004,0,134.46637571910335,3.168418964491172,43.73735369966277
253,1019.0,79,30.430379746835442,2.2658227848101267,0.8227848101265823,1.5696202531645569,Latrell Sprewell-84,2004,0,61.06713667681462,2.332799230892485,4.699246915558404
255,2175.0,80,41.8875,7.2125,1.3875,1.825,LeBron James-2544,2004,0,209.18437500000002,5.197500000000001,47.401875000000004
265,931.0,93,31.247311827956988,5.698924731182796,0.6989247311827957,2.236559139784946,Luke Ridnour-2557,2004,0,33.35483870967742,1.6007630939993063,4.1160827841368945
267,700.0,58,27.43103448275862,2.2413793103448274,1.5344827586206897,1.6379310344827587,Luol Deng-2736,2004,0,51.8525564803805,1.078180737217598,5.530023781212841
272,1665.0,97,30.20618556701031,3.9690721649484537,0.9690721649484536,2.670103092783505,Manu Ginobili-1938,2004,0,58.00743968540759,5.2296737166542675,33.45243915400149
282,493.0,48,33.958333333333336,6.291666666666667,0.4166666666666667,2.1666666666666665,Marko Jaric-2060,2004,0,37.48828125,3.6701388888888893,2.099826388888889
287,204.0,20,19.05,0.8,0.5,1.65,Matt Carroll-2679,2004,0,24.885,1.1375,12.35
294,172.0,7,40.857142857142854,3.142857142857143,1.1428571428571428,3.857142857142857,Metta World Peace-1897,2004,0,143.28571428571428,2.4285714285714284,48.91836734693877
298,1173.0,77,36.64935064935065,2.5584415584415585,0.7532467532467533,2.012987012987013,Michael Finley-714,2004,0,80.80958003035924,8.170011806375442,3.3506493506493507
300,1723.0,75,37.50666666666667,2.2933333333333334,0.96,2.026666666666667,Michael Redd-2072,2004,0,157.55555555555557,5.417244444444445,28.339199999999998
304,614.0,60,20.733333333333334,1.3,1.0166666666666666,2.15,Mickael Pietrus-2554,2004,0,27.733333333333334,3.3763888888888887,7.019444444444445
305,1669.0,85,38.258823529411764,6.752941176470588,0.9647058823529412,2.376470588235294,Mike Bibby-1710,2004,0,111.85826989619378,7.284705882352942,20.766782006920415
306,1057.0,79,32.0253164556962,2.569620253164557,1.2278481012658229,2.5063291139240507,Mike Dunleavy-2399,2004,0,59.163595577631796,4.731933984938311,3.6929979170004805
307,952.0,81,24.580246913580247,3.4444444444444446,0.4567901234567901,2.3580246913580245,Mike James-2229,2004,0,44.609053497942384,4.084743179393385,3.400091449474165
308,1070.0,80,29.325,2.8875,0.45,2.55,Mike Miller-2034,2004,0,50.81484375,7.862500000000001,2.695
314,1027.0,80,30.775,2.1125,0.8875,2.7,Morris Peterson-2050,2004,0,46.815625000000004,6.71203125,6.638750000000001
320,583.0,51,30.823529411764707,4.431372549019608,0.37254901960784315,1.3529411764705883,Nick Van Exel-89,2004,0,45.44982698961938,9.705882352941176,1.6501345636293732
329,1929.0,89,35.91011235955056,4.269662921348314,0.9550561797752809,3.067415730337079,Paul Pierce-1718,2004,0,100.18280520136346,4.631359676808484,56.49387703572781
330,1425.0,69,39.072463768115945,2.072463768115942,0.9855072463768116,2.4782608695652173,Peja Stojakovic-978,2004,0,111.13946649863475,17.411888258769167,17.092627599243855
333,1355.0,92,36.42391304347826,1.9782608695652173,1.25,2.717391304347826,Quentin Richardson-2047,2004,0,66.32715028355386,21.67273156899811,4.132797731568997
335,930.0,85,27.352941176470587,1.2470588235294118,1.8823529411764706,3.3058823529411763,Raef LaFrentz-1711,2004,0,35.624636678200694,2.952249134948097,2.7991695501730103
337,1131.0,79,33.91139240506329,6.481012658227848,0.5316455696202531,2.6835443037974684,Rafer Alston-1747,2004,0,62.32494792501202,8.579394327832079,7.89585002403461
338,772.0,62,28.35483870967742,1.467741935483871,0.7741935483870968,3.274193548387097,Raja Bell-1952,2004,0,52.41805411030177,1.868366285119667,4.37044745057232
340,1590.0,78,38.03846153846154,1.358974358974359,1.5256410256410255,2.3461538461538463,Rashard Lewis-1740,2004,0,118.02662721893492,13.341222879684416,14.449704142011834
341,1484.0,103,33.689320388349515,1.6893203883495145,2.0679611650485437,3.203883495145631,Rasheed Wallace-739,2004,0,77.79639928362711,3.1565651805071164,4.130832312187764
344,140.0,22,19.772727272727273,4.7727272727272725,0.3181818181818182,2.5454545454545454,Raul Lopez-2221,2004,0,12.603305785123968,1.3698347107438016,1.378099173553719
345,2152.0,88,39.21590909090909,3.7386363636363638,1.0340909090909092,2.147727272727273,Ray Allen-951,2004,0,162.54390495867767,19.597753099173552,27.397985537190085
348,1167.0,79,31.696202531645568,2.1012658227848102,0.27848101265822783,1.7341772151898733,Reggie Miller-397,2004,0,51.932703092453124,6.823906425252362,15.231853869572186
350,796.0,37,40.24324324324324,3.8378378378378377,1.5405405405405406,3.324324324324324,Richard Jefferson-2210,2004,0,115.71365960555148,2.3140978816654494,54.346238130021916
353,1396.0,88,32.71590909090909,2.9545454545454546,0.8068181818181818,2.2386363636363638,Ricky Davis-1729,2004,0,73.79674586776858,1.5619834710743803,14.896952479338843
354,630.0,85,22.223529411764705,1.3764705882352941,1.5529411764705883,2.1176470588235294,Robert Horry-109,2004,0,15.458823529411767,2.535363321799308,2.0099653979238754
359,454.0,56,23.892857142857142,1.5535714285714286,1.0535714285714286,3.017857142857143,Rodney Rogers-915,2004,0,24.857142857142858,2.732142857142857,1.3153698979591835
370,243.0,34,18.970588235294116,1.1764705882352942,0.23529411764705882,2.5588235294117645,Sasha Pavlovic-2562,2004,0,15.901384083044983,1.3408304498269896,1.4325259515570936
378,821.0,84,30.916666666666668,1.5714285714285714,2.0,2.5595238095238093,Shane Battier-2203,2004,0,25.92063492063492,1.8514739229024946,6.009920634920634
383,1833.0,96,38.854166666666664,1.84375,2.9270833333333335,2.5625,Shawn Marion-1890,2004,0,118.2890625,5.5,8.82443576388889
385,28.0,4,19.75,2.75,0.75,1.5,Smush Parker-2470,2004,0,19.9375,1.125,1.75
388,1162.0,64,34.90625,2.3125,0.796875,3.015625,Stephen Jackson-1536,2004,0,97.36328125,10.480224609375,16.863037109375
389,1781.0,82,39.73170731707317,8.146341463414634,0.6097560975609756,2.268292682926829,Stephon Marbury-950,2004,0,117.49434860202261,5.55844735276621,37.39470553242118
390,160.0,26,19.423076923076923,2.1538461538461537,0.5384615384615384,1.3846153846153846,Steve Blake-2581,2004,0,11.618343195266272,3.3461538461538463,1.5443786982248522
392,1523.0,90,34.833333333333336,11.455555555555556,0.7333333333333333,1.9111111111111112,Steve Nash-959,2004,0,79.23703703703703,3.861728395061728,9.925925925925927
394,283.0,32,19.75,2.0,0.34375,2.21875,Steven Smith-120,2004,0,19.373046875,3.2158203125,4.625
397,1540.0,106,37.820754716981135,3.1132075471698113,1.7830188679245282,1.990566037735849,Tayshaun Prince-2419,2004,0,67.87726949092203,1.2159131363474545,7.99626201495194
402,844.0,68,27.720588235294116,1.6029411764705883,0.6617647058823529,3.2205882352941178,Tim Thomas-1501,2004,0,47.77162629757785,3.75,4.963235294117647
404,283.0,45,22.22222222222222,3.2222222222222223,0.6222222222222222,1.3777777777777778,Toni Kukoc-389,2004,0,11.870617283950617,2.08,1.2237037037037037
407,654.0,49,25.897959183673468,2.0408163265306123,0.5714285714285714,2.3469387755102042,Tony Delk-960,2004,0,57.45106205747605,5.937526030820491,5.224489795918367
411,2218.0,84,41.083333333333336,5.880952380952381,0.9880952380952381,2.2261904761904763,Tracy McGrady-1503,2004,0,205.66751700680268,10.838860544217686,40.75736961451248
417,689.0,77,21.935064935064936,3.6623376623376624,0.24675324675324675,1.5454545454545454,Troy Hudson-1607,2004,0,29.320290099510874,3.8428065441052457,1.062573789846517
418,1076.0,70,33.52857142857143,1.3857142857142857,3.585714285714286,2.7142857142857144,Troy Murphy-2211,2004,0,75.75999999999999,1.7820408163265307,15.168775510204082
419,787.0,70,28.2,4.6,0.2,2.4,Tyronn Lue-1731,2004,0,39.37346938775511,1.739795918367347,4.781632653061225
424,1993.0,81,36.76543209876543,4.320987654320987,1.4197530864197532,3.2098765432098766,Vince Carter-1713,2004,0,182.3878981862521,6.73007163542143,30.08809632677945
427,775.0,68,28.5,1.3088235294117647,0.7941176470588235,2.661764705882353,Vladimir Radmanovic-2209,2004,0,41.41868512110726,10.009515570934255,1.8620242214532872
428,29.0,3,18.0,2.0,0.0,0.6666666666666666,Voshon Lenard-702,2004,0,28.88888888888889,5.333333333333333,4.444444444444445
429,1253.0,81,31.185185185185187,2.3580246913580245,1.0123456790123457,2.197530864197531,Wally Szczerbiak-1887,2004,0,65.13260173754,1.6227709190672153,12.046944063404968
433,415.0,44,22.772727272727273,2.159090909090909,0.5227272727272727,2.5454545454545454,Willie Green-2584,2004,0,30.574380165289252,1.3667355371900825,5.06404958677686
440,172.0,20,18.85,1.55,0.8,2.65,Zoran Planinic-2565,2004,0,20.1,1.1199999999999999,5.034999999999999
6,1539.0,82,35.68292682926829,3.0853658536585367,1.6585365853658536,3.9390243902439024,Al Harrington-1733,2005,0,116.98393813206425,2.2865853658536586,14.95895300416419
8,181.0,21,22.38095238095238,1.2857142857142858,0.9047619047619048,2.0476190476190474,Alan Anderson-101187,2005,0,23.700680272108848,2.1768707482993195,2.0204081632653064
13,2493.0,76,41.88157894736842,7.2368421052631575,0.5921052631578947,1.644736842105263,Allen Iverson-947,2005,0,282.64975761772854,3.1710526315789473,105.52302631578947
17,18.0,2,17.0,1.5,1.5,2.5,Amir Johnson-101161,2005,0,12.0,1.5,4.0
19,32.0,4,15.5,0.5,1.75,3.0,Andray Blatche-101154,2005,0,16.5,1.6875,3.5
22,1095.0,89,36.57303370786517,3.146067415730337,1.3932584269662922,2.359550561797753,Andre Iguodala-2738,2005,0,35.981315490468376,1.2737028153010983,13.55283423810125
26,1240.0,92,27.5,1.423913043478261,1.065217391304348,3.0652173913043477,Andres Nocioni-2804,2005,0,50.06568998109641,3.2686672967863895,8.279773156899811
31,1852.0,95,38.4,1.9578947368421054,1.9052631578947368,2.3473684210526318,Antawn Jamison-1712,2005,0,133.62481994459833,7.417063711911358,9.277894736842105
35,836.0,84,27.452380952380953,4.369047619047619,0.4880952380952381,1.8928571428571428,Anthony Johnson-1533,2005,0,32.730300453514744,1.522108843537415,3.2610544217687076
37,1387.0,111,28.54954954954955,2.135135135135135,1.117117117117117,2.4774774774774775,Antoine Walker-952,2005,0,54.77022968914861,8.740686632578525,2.019965911857804
45,67.0,9,17.0,2.0,0.2222222222222222,1.0,Arvydas Macijauskas-101178,2005,0,13.827160493827162,1.9012345679012348,5.925925925925926
46,525.0,57,24.75438596491228,1.1754385964912282,1.2456140350877194,2.1228070175438596,Austin Croshere-1506,2005,0,17.43305632502308,3.361034164358264,6.678978147122192
48,1063.0,59,35.52542372881356,8.898305084745763,0.8305084745762712,3.0338983050847457,Baron Davis-1884,2005,0,96.82964665326057,11.523987359954036,20.407928756104567
49,1531.0,94,30.404255319148938,3.0531914893617023,0.5319148936170213,2.882978723404255,Ben Gordon-2732,2005,0,81.89022181982797,9.611815301041196,8.690357627885922
52,277.0,32,16.9375,2.4375,0.34375,1.5625,Beno Udrih-2757,2005,0,22.96875,1.611328125,2.05078125
56,875.0,78,24.307692307692307,2.7564102564102564,0.5897435897435898,2.1794871794871793,Bobby Jackson-1517,2005,0,40.84303090072321,8.06492439184747,2.923076923076923
57,1124.0,87,32.88505747126437,2.1724137931034484,1.2528735632183907,3.2528735632183907,Bobby Simmons-2250,2005,0,49.84780023781213,4.183908045977011,5.529131985731272
61,216.0,28,20.607142857142858,1.0357142857142858,0.25,2.5357142857142856,Bostjan Nachbar-2411,2005,0,17.784438775510203,3.5140306122448983,2.9285714285714284
62,88.0,9,24.88888888888889,1.0,0.5555555555555556,1.8888888888888888,Bracey Wright-101152,2005,0,25.925925925925927,5.037037037037036,6.913580246913581
77,78.0,10,17.4,1.4,1.3,1.8,CJ Miles-101139,2005,0,21.6,1.1,4.75
82,232.0,34,17.323529411764707,1.2941176470588236,0.8529411764705882,1.8529411764705883,Carlos Delfino-2568,2005,0,14.67560553633218,1.027681660899654,1.6505190311418685
87,599.0,62,23.612903225806452,2.3870967741935485,0.3870967741935484,2.4838709677419355,Charlie Bell-2294,2005,0,27.845473465140476,3.9404266389177938,2.346514047866805
88,1164.0,86,29.24418604651163,1.1395348837209303,2.2674418604651163,3.127906976744186,Charlie Villanueva-101111,2005,0,66.04218496484586,2.467414818820984,3.436181719848567
89,1890.0,106,35.405660377358494,7.981132075471698,0.4811320754716981,2.0377358490566038,Chauncey Billups-1497,2005,0,62.34211463154148,10.970185119259522,34.219028123887504
92,713.0,84,28.226190476190474,4.857142857142857,0.34523809523809523,2.142857142857143,Chris Duhon-2768,2005,0,19.683248299319725,4.948554421768708,2.929421768707483
95,1313.0,84,34.88095238095238,7.761904761904762,0.7976190476190477,2.7738095238095237,Chris Paul-101108,2005,0,60.01190476190476,1.5267857142857144,27.425736961451246
100,790.0,77,25.064935064935064,2.831168831168831,0.3116883116883117,2.272727272727273,Chucky Atkins-1088,2005,0,28.965930173722384,5.464665204924946,5.314892899308483
102,815.0,48,27.520833333333332,1.8958333333333333,0.7916666666666666,2.9375,Corey Maggette-1894,2005,0,56.92881944444444,1.78125,43.619357638888886
106,1412.0,97,36.65979381443299,2.948453608247423,0.6804123711340206,2.515463917525773,Cuttino Mobley-1749,2005,0,66.54129025401211,3.280901264746519,9.342756934849614
113,368.0,34,30.029411764705884,4.470588235294118,0.7647058823529411,1.8823529411764706,Damon Stoudamire-757,2005,0,37.73615916955018,4.186851211072664,4.510380622837371
121,14.0,1,24.0,2.0,3.0,3.0,Darius Rice-2827,2005,0,60.0,14.0,4.0
125,70.0,10,20.2,4.3,0.2,2.2,Darrick Martin-239,2005,0,14.489999999999998,2.16,2.7
128,751.0,77,32.506493506493506,2.831168831168831,0.3246753246753247,2.948051948051948,David Wesley-133,2005,0,25.10204081632653,5.072693540226007,5.670433462641254
132,876.0,76,33.10526315789474,4.4605263157894735,0.8026315789473685,2.8289473684210527,Delonte West-2753,2005,0,43.68074792243767,3.488919667590028,1.7202216066481995
135,423.0,50,24.54,2.5,0.48,2.34,Derek Anderson-1507,2005,0,17.698800000000002,2.7232000000000003,6.759199999999999
136,1156.0,88,30.568181818181817,4.193181818181818,0.4318181818181818,2.8863636363636362,Derek Fisher-965,2005,0,45.929752066115704,4.601756198347107,11.918388429752067
137,920.0,82,28.73170731707317,4.634146341463414,0.43902439024390244,2.8902439024390243,Deron Williams-101114,2005,0,44.68813206424747,3.26948245092207,2.380428316478287
140,540.0,75,22.466666666666665,1.0266666666666666,1.16,2.3733333333333335,Devean George-1904,2005,0,17.78488888888889,1.9089777777777777,1.3253333333333333
145,2881.0,111,37.972972972972975,2.7927927927927927,1.5135135135135136,2.2072072072072073,Dirk Nowitzki-1717,2005,0,165.14974433893352,3.9250872494115736,54.556610664718775
